,job_name,task_name,inst_num,status,start_time,end_time,plan_cpu,plan_mem,plan_gpu,gpu_type,runtime,runtime_T4,runtime_P100,runtime_V100
0,3c1bb68e701cd5b918b55e8e,LSTM,1.0,Terminated,1843689.0,1866510.0,3200.0,19.53125,100.0,T4,22821.0,22821.0,19876.0,11773.0
1,ae3eeb5561377be6adcb6a9d,ResNet50,1.0,Terminated,4802447.0,4804230.0,1600.0,29.296875,100.0,P100,1783.0,2047.0,1783.0,1056.0
2,aa6a101b15d64e1067d0d2e3,LSTM,1.0,Terminated,5803656.0,5809383.0,100.0,29.296875,100.0,V100,5727.0,11100.0,9668.0,5727.0
3,a2dbdceb4049fd1634cfeac7,VGG19,1.0,Terminated,2963059.0,2967488.0,1800.0,58.59375,100.0,P100,4429.0,5085.0,4429.0,2623.0
4,e867b77447086b417e0a73d6,ResNet50,1.0,Terminated,3698031.0,3704357.0,600.0,29.296875,100.0,V100,6326.0,12261.0,10679.0,6326.0
5,1c43b697ada4d1c395aba0d9,InceptionV3,1.0,Terminated,1316215.0,1329692.0,1800.0,58.59375,100.0,P100,13477.0,15473.0,13477.0,7983.0
6,ae4fa92ed40ff97bd4a1dd24,VGG19,1.0,Terminated,1744041.0,1759724.0,1800.0,58.59375,100.0,V100,15683.0,30397.0,26475.0,15683.0
7,8161d786287627c099ba029d,Transformer,1.0,Terminated,4859535.0,4866251.0,600.0,29.296875,100.0,V100,6716.0,13017.0,11337.0,6716.0
8,4f41e192ba76262fdca48bc7,InceptionV3,1.0,Terminated,4781594.0,4783148.0,1600.0,29.296875,100.0,P100,1554.0,1784.0,1554.0,920.0
9,7ac200e75bbba33742da65d0,InceptionV3,1.0,Terminated,6273177.0,6276078.0,1800.0,58.59375,100.0,P100,2901.0,3330.0,2901.0,1718.0
10,c14f053bce16b9abe0506c2f,LSTM,1.0,Terminated,3487976.0,3489609.0,600.0,29.296875,100.0,V100,1633.0,3165.0,2756.0,1633.0
11,7c9b20bfc47d258ed78937e5,VGG19,1.0,Terminated,3393407.0,3395474.0,1800.0,58.59375,100.0,T4,2067.0,2067.0,1800.0,1066.0
12,803faa86104edf56439f9b85,DCGAN,1.0,Terminated,4786781.0,4800247.0,1800.0,58.59375,100.0,P100,13466.0,15460.0,13466.0,7976.0
13,05b0d27a2524ba1d9e13490d,VGG19,1.0,Terminated,1309961.0,1311061.0,600.0,29.296875,100.0,T4,1100.0,1100.0,958.0,567.0
14,de1cbe40f6ea0f97b2818cee,VGG19,1.0,Terminated,5107588.0,5132076.0,600.0,29.296875,100.0,P100,24488.0,28115.0,24488.0,14505.0
15,5956067c37bee42777cb5369,Transformer,1.0,Terminated,5641513.0,5772155.0,1800.0,58.59375,100.0,P100,130642.0,149996.0,130642.0,77386.0
16,3ae0168ff29d7db0d1f48b91,DCGAN,1.0,Terminated,3992495.0,3998649.0,600.0,29.296875,100.0,V100,6154.0,11928.0,10389.0,6154.0
17,58ff2408ad489e3e28b44e06,VGG19,1.0,Terminated,3724049.0,3731211.0,600.0,29.296875,100.0,V100,7162.0,13881.0,12090.0,7162.0
18,1fb4c67f291664e2c9e68dd1,Transformer,1.0,Terminated,4487593.0,4604725.0,600.0,29.296875,100.0,P100,117132.0,134484.0,117132.0,69383.0
19,1be5e251da524a18d848b796,DenseNet161,1.0,Terminated,1865630.0,1882464.0,3200.0,19.53125,100.0,T4,16834.0,16834.0,14661.0,8685.0
20,e0dc9157d768d09e267edfa5,DCGAN,1.0,Terminated,4973790.0,4974979.0,600.0,29.296875,100.0,V100,1189.0,2304.0,2007.0,1189.0
21,b5a67dcac539b183908b26ef,LSTM,1.0,Terminated,2000905.0,2012682.0,1800.0,58.59375,100.0,P100,11777.0,13521.0,11777.0,6976.0
22,b2c356515871d6da298a2b7f,DCGAN,1.0,Terminated,5992336.0,5999140.0,600.0,29.296875,100.0,P100,6804.0,7812.0,6804.0,4030.0
23,e57914dafc5f0481e6e1522e,InceptionV3,1.0,Terminated,2270791.0,2280383.0,600.0,29.296875,100.0,V100,9592.0,18591.0,16192.0,9592.0
24,c5b690a58cb201a5974eb400,VGG19,1.0,Terminated,4490396.0,4491724.0,600.0,29.296875,100.0,P100,1328.0,1524.0,1328.0,786.0
25,552bddbf00233d0fa5499e26,ResNet50,1.0,Terminated,1905494.0,1912478.0,600.0,29.296875,100.0,P100,6984.0,8018.0,6984.0,4137.0
26,c01f9eece4d964cee903fa86,InceptionV3,1.0,Terminated,1222558.0,1227028.0,600.0,29.296875,100.0,P100,4470.0,5132.0,4470.0,2647.0
27,4d873d453169af6c11682e4f,DCGAN,1.0,Terminated,2947250.0,2950771.0,1800.0,58.59375,100.0,P100,3521.0,4042.0,3521.0,2085.0
28,5c2b200e86be64c29fe200a4,ResNet50,1.0,Terminated,4312544.0,4329759.0,3200.0,19.53125,100.0,T4,17215.0,17215.0,14993.0,8881.0
29,5f7465f5b03005c7afaf8bc8,ResNet50,1.0,Terminated,6440794.0,6442114.0,1800.0,58.59375,100.0,P100,1320.0,1515.0,1320.0,781.0
30,8ec9c0b12b61162f28ab6bbe,VGG19,1.0,Terminated,3184952.0,3189955.0,600.0,29.296875,100.0,P100,5003.0,5744.0,5003.0,2963.0
31,aa073ccbab827e8f51eed06c,Transformer,1.0,Terminated,3463322.0,3467768.0,600.0,29.296875,100.0,V100,4446.0,8617.0,7505.0,4446.0
32,400e2bab0b090364617c38c4,LSTM,1.0,Terminated,3184670.0,3186402.0,600.0,29.296875,100.0,P100,1732.0,1988.0,1732.0,1025.0
33,ad8748ec28f07db066470780,LSTM,1.0,Terminated,3443741.0,3446010.0,1200.0,29.296875,100.0,P100,2269.0,2605.0,2269.0,1344.0
34,5ef5a6eb743dfbc6c1b0eddb,DenseNet161,1.0,Terminated,2573656.0,2577733.0,600.0,29.296875,100.0,P100,4077.0,4681.0,4077.0,2415.0
35,5d983bf10012e3a8734f60e4,InceptionV3,1.0,Terminated,1577366.0,1588329.0,600.0,29.296875,100.0,V100,10963.0,21249.0,18507.0,10963.0
36,cfe3471684813c8bcfa56f64,DenseNet161,1.0,Terminated,1889148.0,1893587.0,600.0,29.296875,100.0,P100,4439.0,5096.0,4439.0,2629.0
37,2b4b10fe98e54427d78b30a2,DCGAN,1.0,Terminated,1483758.0,1487174.0,600.0,29.296875,100.0,P100,3416.0,3922.0,3416.0,2023.0
38,28cb49187d9db6a64c431cf7,DenseNet161,1.0,Terminated,2185390.0,2195527.0,600.0,29.296875,100.0,V100,10137.0,19648.0,17112.0,10137.0
39,60468dca8c8fb9977ace2d0e,LSTM,1.0,Terminated,1459308.0,1461424.0,600.0,29.296875,100.0,P100,2116.0,2429.0,2116.0,1253.0
40,9247fa94ce10cf2d4a4569b4,InceptionV3,1.0,Terminated,4883231.0,4895332.0,600.0,29.296875,100.0,T4,12101.0,12101.0,10539.0,6243.0
41,eb3fdfcdf7a8308a2ba7b698,LSTM,1.0,Terminated,3146014.0,3147433.0,600.0,29.296875,100.0,T4,1419.0,1419.0,1235.0,732.0
42,8ad118b0a5672c1742f3d421,ResNet50,1.0,Terminated,2307368.0,2341299.0,600.0,29.296875,100.0,T4,33931.0,33931.0,29552.0,17505.0
43,0819796c729cf8835ab10cbe,DenseNet161,1.0,Terminated,4786779.0,4795563.0,1800.0,58.59375,100.0,P100,8784.0,10085.0,8784.0,5203.0
44,dd4da40d76667662108bfd3c,VGG19,1.0,Terminated,5083823.0,5096826.0,3200.0,19.53125,100.0,V100,13003.0,25203.0,21951.0,13003.0
45,e442bc40bd40b805aaabd612,InceptionV3,1.0,Terminated,1744027.0,1755916.0,1800.0,58.59375,100.0,V100,11889.0,23044.0,20070.0,11889.0
46,413241c5e5a19c0dab2fd9f2,InceptionV3,1.0,Terminated,3383366.0,3387711.0,600.0,29.296875,100.0,T4,4345.0,4345.0,3784.0,2241.0
47,adf601f0963204a914d1635d,DenseNet161,1.0,Terminated,1322059.0,1329837.0,600.0,29.296875,100.0,P100,7778.0,8930.0,7778.0,4607.0
48,143c5f20da09b84aabb8efad,DenseNet161,1.0,Terminated,1271147.0,1276004.0,600.0,29.296875,100.0,T4,4857.0,4857.0,4230.0,2505.0
49,596de81d23359547a9f2d521,Transformer,1.0,Terminated,2691908.0,2698628.0,1800.0,58.59375,100.0,P100,6720.0,7715.0,6720.0,3980.0
50,2f01820f86e86525dfc113d1,InceptionV3,1.0,Terminated,5803559.0,5808148.0,600.0,29.296875,100.0,V100,4589.0,8894.0,7747.0,4589.0
51,a5b151be54bb7ca5f6f6eec4,InceptionV3,1.0,Terminated,3506061.0,3511214.0,1800.0,58.59375,100.0,P100,5153.0,5916.0,5153.0,3052.0
52,f4ba9015d0d799af632c7dea,LSTM,1.0,Terminated,4276440.0,4282293.0,600.0,29.296875,100.0,T4,5853.0,5853.0,5097.0,3019.0
53,0624741c3b3df65a1e377aa4,VGG19,1.0,Terminated,5487827.0,5495860.0,600.0,29.296875,100.0,P100,8033.0,9223.0,8033.0,4758.0
54,d5791095e7587d43161f374f,VGG19,1.0,Terminated,5993324.0,5995883.0,1800.0,58.59375,100.0,P100,2559.0,2938.0,2559.0,1515.0
55,7c63c004073a8daf9810f834,DCGAN,1.0,Terminated,6158484.0,6159945.0,1200.0,29.296875,100.0,P100,1461.0,1677.0,1461.0,865.0
56,3e4a2292dbedc4e993fd2d0f,VGG19,1.0,Terminated,1182962.0,1186434.0,600.0,29.296875,100.0,P100,3472.0,3986.0,3472.0,2056.0
57,a93c6aca608a7fb27388a2da,InceptionV3,1.0,Terminated,2980807.0,2983883.0,1800.0,58.59375,100.0,P100,3076.0,3531.0,3076.0,1822.0
58,df06b42724dd6178b53af128,InceptionV3,1.0,Terminated,5038243.0,5074091.0,1800.0,58.59375,100.0,V100,35848.0,69483.0,60517.0,35848.0
59,1267ed13867bb1b697ed4b09,InceptionV3,1.0,Terminated,4081009.0,4133074.0,1800.0,58.59375,100.0,V100,52065.0,100916.0,87894.0,52065.0
60,c959bc01b6df00422f83d1d3,DCGAN,1.0,Terminated,4021870.0,4038412.0,600.0,29.296875,100.0,P100,16542.0,18992.0,16542.0,9798.0
