,job_name,task_name,inst_num,status,start_time,end_time,plan_cpu,plan_mem,plan_gpu,gpu_type,runtime,runtime_T4,runtime_P100,runtime_V100
0,c4efb3dca7f2953cee7df25a,LSTM,1.0,Terminated,1933691.0,1934750.0,1800.0,58.59375,100.0,T4,1059.0,1059.0,922.0,546.0
1,4e3c500281099e25b2fbbb71,LSTM,1.0,Terminated,2668813.0,2670921.0,600.0,29.296875,100.0,P100,2108.0,2420.0,2108.0,1248.0
2,48b003a1898096980e40ba77,VGG19,1.0,Terminated,2860481.0,2861721.0,600.0,29.296875,100.0,P100,1240.0,1423.0,1240.0,734.0
3,c869b909af69ac034d56114a,LSTM,1.0,Terminated,2110891.0,2112242.0,600.0,29.296875,100.0,T4,1351.0,1351.0,1176.0,697.0
4,6f4cd4ff8f1d939b683369cd,LSTM,1.0,Terminated,2659318.0,2661020.0,600.0,29.296875,100.0,T4,1702.0,1702.0,1482.0,878.0
5,18291e4b0babe86d0a7e371a,Transformer,1.0,Terminated,3940744.0,3953106.0,1800.0,58.59375,100.0,P100,12362.0,14193.0,12362.0,7322.0
6,bbb5dd768f2c9346905fcc0c,VGG19,1.0,Terminated,3779576.0,3788874.0,1600.0,31.25,100.0,T4,9298.0,9298.0,8098.0,4797.0
7,bd8e21fa10f03024f9ab9704,DCGAN,1.0,Terminated,1615733.0,1617657.0,600.0,29.296875,100.0,T4,1924.0,1924.0,1675.0,992.0
8,5a61c117bad6359c417a69fc,DCGAN,1.0,Terminated,5903868.0,5919701.0,1800.0,58.59375,100.0,P100,15833.0,18178.0,15833.0,9378.0
9,1ed32da258a9267da12a9123,ResNet50,1.0,Terminated,2755464.0,2757854.0,600.0,29.296875,100.0,P100,2390.0,2744.0,2390.0,1415.0
10,741a984c77d50f0ff9ae1b93,DCGAN,1.0,Terminated,3573522.0,3611566.0,1800.0,58.59375,100.0,P100,38044.0,43680.0,38044.0,22535.0
11,cabcc7297f81248c4529d33e,Transformer,1.0,Terminated,6389863.0,6400490.0,1600.0,29.296875,100.0,P100,10627.0,12201.0,10627.0,6294.0
